HVC,RGB
2.5PB_8_4,182_201_236
2.5PB_8_6,166_203_253
2.5PB_9_2,224_226_248
5.0PB_1_2,23_28_45
5.0PB_1_4,13_28_56
5.0PB_1_6,0_28_68
5.0PB_1_8,0_27_81
5.0PB_1_10,0_25_94
5.0PB_2_2,44_49_66
5.0PB_2_4,35_49_79
5.0PB_2_6,20_49_92
5.0PB_2_8,0_49_106
5.0PB_2_10,0_48_119
5.0PB_2_12,0_47_132
5.0PB_2_14,0_45_146
5.0PB_3_2,66_71_91
5.0PB_3_4,57_72_105
5.0PB_3_6,45_72_119
5.0PB_3_8,26_72_132
5.0PB_3_10,0_72_145
5.0PB_3_12,0_71_159
5.0PB_3_14,0_71_173
5.0PB_3_16,0_70_187
5.0PB_3_18,0_69_202
5.0PB_4_2,92_96_116
5.0PB_4_4,84_96_129
5.0PB_4_6,74_96_143
5.0PB_4_8,59_97_157
5.0PB_4_10,38_97_170
5.0PB_4_12,0_97_183
5.0PB_4_14,0_97_198
5.0PB_4_16,0_96_212
5.0PB_4_18,0_96_228
5.0PB_4_20,0_95_245
5.0PB_5_2,119_121_141
5.0PB_5_4,111_121_155
5.0PB_5_6,101_122_169
5.0PB_5_8,88_122_183
5.0PB_5_10,72_122_198
5.0PB_5_12,46_123_212
5.0PB_5_14,0_123_226
5.0PB_5_16,0_123_243
5.0PB_5_18,0_123_255
5.0PB_6_2,145_147_167
5.0PB_6_4,137_147_181
5.0PB_6_6,127_148_196
5.0PB_6_8,115_148_211
5.0PB_6_10,101_148_225
5.0PB_6_12,78_149_242
5.0PB_6_14,39_149_255
5.0PB_7_2,172_172_193
5.0PB_7_4,163_173_208
5.0PB_7_6,152_174_223
5.0PB_7_8,141_174_239
5.0PB_7_10,124_175_255
5.0PB_8_2,198_199_220
5.0PB_8_4,189_200_236
5.0PB_8_6,177_200_254
5.0PB_9_2,226_225_248
7.5PB_1_2,27_27_45
7.5PB_1_4,25_25_56
7.5PB_1_6,23_23_68
7.5PB_1_8,24_19_78
7.5PB_1_10,25_14_87
7.5PB_1_12,28_6_95
7.5PB_1_14,31_0_104
7.5PB_1_16,36_0_113
7.5PB_1_18,39_0_120
7.5PB_1_20,43_0_128
7.5PB_1_22,47_0_136
7.5PB_1_24,51_0_145
7.5PB_1_26,56_0_155
7.5PB_1_28,61_0_165
7.5PB_1_30,66_0_176
7.5PB_1_32,72_0_189
7.5PB_1_34,77_0_199
7.5PB_1_36,82_0_210
7.5PB_1_38,88_0_223
7.5PB_2_2,48_48_66
7.5PB_2_4,45_46_79
7.5PB_2_6,42_45_91
7.5PB_2_8,39_42_104
7.5PB_2_10,37_39_116
7.5PB_2_12,37_35_126
7.5PB_2_14,39_30_136
7.5PB_2_16,41_22_145
7.5PB_2_18,44_8_155
7.5PB_2_20,48_0_164
7.5PB_2_22,51_0_174
7.5PB_2_24,55_0_182
7.5PB_2_26,59_0_190
7.5PB_2_28,62_0_198
7.5PB_2_30,66_0_208
7.5PB_2_32,70_0_217
7.5PB_2_34,74_0_227
7.5PB_2_36,79_0_237
7.5PB_2_38,83_0_248
7.5PB_3_2,71_70_92
7.5PB_3_4,67_69_105
7.5PB_3_6,64_68_119
7.5PB_3_8,60_66_131
7.5PB_3_10,55_64_144
7.5PB_3_12,52_61_156
7.5PB_3_14,51_57_168
7.5PB_3_16,51_52_180
7.5PB_3_18,52_47_191
7.5PB_3_20,53_40_200
7.5PB_3_22,56_30_211
7.5PB_3_24,59_13_221
7.5PB_3_26,61_0_230
7.5PB_3_28,64_0_239
7.5PB_3_30,68_0_250
7.5PB_3_32,72_0_255
7.5PB_3_34,75_0_255
7.5PB_4_2,96_94_116
7.5PB_4_4,93_94_129
7.5PB_4_6,89_93_142
7.5PB_4_8,84_91_156
7.5PB_4_10,79_90_169
7.5PB_4_12,74_88_182
7.5PB_4_14,70_86_195
7.5PB_4_16,66_82_208
7.5PB_4_18,64_79_221
7.5PB_4_20,62_73_235
7.5PB_4_22,62_68_245
7.5PB_4_24,63_62_255
7.5PB_4_26,64_54_255
7.5PB_5_2,122_120_141
7.5PB_5_4,118_119_154
7.5PB_5_6,114_118_169
7.5PB_5_8,110_117_183
7.5PB_5_10,105_116_196
7.5PB_5_12,99_114_210
7.5PB_5_14,93_113_225
7.5PB_5_16,86_110_239
7.5PB_5_18,80_107_254
7.5PB_5_20,74_104_255
7.5PB_6_2,148_146_167
7.5PB_6_4,144_145_181
7.5PB_6_6,140_144_196
7.5PB_6_8,136_143_209
7.5PB_6_10,131_142_223
7.5PB_6_12,124_141_240
7.5PB_6_14,116_139_255
7.5PB_7_2,175_171_193
7.5PB_7_4,171_171_208
7.5PB_7_6,166_170_223
7.5PB_7_8,160_169_240
7.5PB_7_10,155_168_255
7.5PB_8_2,202_198_220
7.5PB_8_4,197_197_236
7.5PB_8_6,191_197_254
7.5PB_9_2,229_225_248
10.0PB_1_2,32_26_45
10.0PB_1_4,33_23_55
10.0PB_1_6,35_19_65
10.0PB_1_8,38_14_73
10.0PB_1_10,41_7_81
10.0PB_1_12,44_0_90
10.0PB_1_14,48_0_98
10.0PB_1_16,53_0_106
10.0PB_1_18,56_0_113
10.0PB_1_20,61_0_121
10.0PB_1_22,65_0_129
10.0PB_1_24,70_0_138
10.0PB_1_26,75_0_149
10.0PB_1_28,82_0_160
10.0PB_1_30,88_0_172
10.0PB_2_2,52_46_66
10.0PB_2_4,53_44_77
10.0PB_2_6,54_41_88
10.0PB_2_8,56_38_99
10.0PB_2_10,59_33_110
10.0PB_2_12,62_27_118
10.0PB_2_14,65_17_128
10.0PB_2_16,69_2_137
10.0PB_2_18,73_0_146
10.0PB_2_20,77_0_155
10.0PB_2_22,82_0_164
10.0PB_2_24,86_0_173
10.0PB_2_26,91_0_182
10.0PB_2_28,95_0_191
10.0PB_2_30,101_0_202
10.0PB_2_32,107_0_212
10.0PB_2_34,112_0_222
10.0PB_3_2,75_69_91
10.0PB_3_4,75_67_104
10.0PB_3_6,76_64_116
10.0PB_3_8,78_61_127
10.0PB_3_10,79_57_139
10.0PB_3_12,81_53_149
10.0PB_3_14,84_47_160
10.0PB_3_16,88_39_171
10.0PB_3_18,91_30_180
10.0PB_3_20,95_16_189
10.0PB_3_22,99_0_199
10.0PB_3_24,103_0_208
10.0PB_3_26,107_0_218
10.0PB_3_28,112_0_227
10.0PB_3_30,117_0_237
10.0PB_3_32,123_0_248
10.0PB_3_34,127_0_255
10.0PB_4_2,99_93_116
10.0PB_4_4,100_91_128
10.0PB_4_6,100_89_141
10.0PB_4_8,101_87_153
10.0PB_4_10,101_84_165
10.0PB_4_12,102_80_177
10.0PB_4_14,104_77_188
10.0PB_4_16,107_72_199
10.0PB_4_18,109_66_210
10.0PB_4_20,113_58_222
10.0PB_4_22,116_51_230
10.0PB_4_24,119_41_240
10.0PB_4_26,124_22_251
10.0PB_4_28,127_0_255
10.0PB_4_30,131_0_255
10.0PB_5_2,125_119_140
10.0PB_5_4,125_117_153
10.0PB_5_6,125_115_168
10.0PB_5_8,125_113_180
10.0PB_5_10,126_110_192
10.0PB_5_12,126_107_205
10.0PB_5_14,127_104_218
10.0PB_5_16,128_100_230
10.0PB_5_18,129_96_241
10.0PB_5_20,131_91_253
10.0PB_5_22,135_84_255
10.0PB_6_2,151_145_166
10.0PB_6_4,151_143_180
10.0PB_6_6,150_141_194
10.0PB_6_8,150_139_207
10.0PB_6_10,150_137_220
10.0PB_6_12,150_134_234
10.0PB_6_14,150_131_249
10.0PB_6_16,151_127_255
10.0PB_7_2,177_171_193
10.0PB_7_4,176_169_207
10.0PB_7_6,176_167_221
10.0PB_7_8,176_165_236
10.0PB_7_10,175_163_252
10.0PB_7_12,175_159_255
10.0PB_8_2,204_197_219
10.0PB_8_4,203_196_234
10.0PB_8_6,202_194_251
10.0PB_8_8,202_191_255
10.0PB_9_2,232_224_247
10.0PB_9_4,230_222_255
2.5P_1_2,35_25_44
2.5P_1_4,38_21_53
2.5P_1_6,42_16_61
2.5P_1_8,46_9_69
2.5P_1_10,50_0_76
2.5P_1_12,55_0_84
2.5P_1_14,59_0_92
2.5P_1_16,64_0_99
2.5P_1_18,68_0_106
2.5P_1_20,73_0_114
2.5P_1_22,78_0_122
2.5P_1_24,83_0_129
2.5P_1_26,90_0_140
2.5P_2_2,55_46_65
2.5P_2_4,58_43_75
2.5P_2_6,62_39_84
2.5P_2_8,67_34_94
2.5P_2_10,71_27_103
2.5P_2_12,76_17_112
2.5P_2_14,80_1_120
2.5P_2_16,85_0_129
2.5P_2_18,90_0_137
2.5P_2_20,95_0_146
2.5P_2_22,100_0_155
2.5P_2_24,106_0_164
2.5P_2_26,111_0_173
2.5P_2_28,118_0_184
2.5P_2_30,126_0_196
2.5P_3_2,78_68_90
2.5P_3_4,82_65_102
2.5P_3_6,85_61_113
2.5P_3_8,89_57_123
2.5P_3_10,94_51_133
2.5P_3_12,98_45_142
2.5P_3_14,103_37_152
2.5P_3_16,108_25_161
2.5P_3_18,113_4_170
2.5P_3_20,117_0_178
2.5P_3_22,123_0_188
2.5P_3_24,128_0_197
2.5P_3_26,133_0_206
2.5P_3_28,138_0_215
2.5P_3_30,144_0_225
2.5P_3_32,150_0_235
2.5P_3_34,156_0_244
2.5P_4_2,102_93_115
2.5P_4_4,106_90_127
2.5P_4_6,109_87_137
2.5P_4_8,112_83_148
2.5P_4_10,116_79_158
2.5P_4_12,121_74_169
2.5P_4_14,125_69_179
2.5P_4_16,130_62_189
2.5P_4_18,135_53_199
2.5P_4_20,140_42_209
2.5P_4_22,144_29_217
2.5P_4_24,149_0_226
2.5P_4_26,154_0_237
2.5P_4_28,159_0_246
2.5P_4_30,164_0_255
2.5P_4_32,171_0_255
2.5P_5_2,128_118_139
2.5P_5_4,130_116_152
2.5P_5_6,133_113_164
2.5P_5_8,137_109_176
2.5P_5_10,141_106_186
2.5P_5_12,145_101_198
2.5P_5_14,149_97_208
2.5P_5_16,153_91_218
2.5P_5_18,158_86_228
2.5P_5_20,162_78_239
2.5P_5_22,167_69_250
2.5P_5_24,172_58_255
2.5P_5_26,178_42_255
2.5P_6_2,153_144_166
2.5P_6_4,156_142_178
2.5P_6_6,159_139_191
2.5P_6_8,162_136_203
2.5P_6_10,166_132_215
2.5P_6_12,170_128_227
2.5P_6_14,174_124_238
2.5P_6_16,179_118_251
2.5P_6_18,183_113_255
2.5P_7_2,180_170_192
2.5P_7_4,182_168_205
2.5P_7_6,185_165_218
2.5P_7_8,188_162_231
2.5P_7_10,192_158_245
2.5P_7_12,196_154_255
2.5P_8_2,206_196_218
2.5P_8_4,209_194_233
2.5P_8_6,211_191_248
2.5P_8_8,214_188_255
2.5P_9_2,234_223_247
2.5P_9_4,236_221_255
5.0P_1_2,37_24_43
5.0P_1_4,42_20_51
5.0P_1_6,47_14_58
5.0P_1_8,51_5_65
5.0P_1_10,56_0_72
5.0P_1_12,61_0_79
5.0P_1_14,67_0_87
5.0P_1_16,72_0_94
5.0P_1_18,77_0_100
5.0P_1_20,82_0_107
5.0P_1_22,88_0_115
5.0P_2_2,57_45_64
5.0P_2_4,62_41_73
5.0P_2_6,67_37_80
5.0P_2_8,73_30_90
5.0P_2_10,78_22_98
5.0P_2_12,84_8_106
5.0P_2_14,90_0_115
5.0P_2_16,95_0_122
5.0P_2_18,100_0_130
5.0P_2_20,106_0_138
5.0P_2_22,112_0_146
5.0P_2_24,118_0_155
5.0P_2_26,126_0_165
5.0P_2_28,133_0_175
5.0P_3_2,81_67_89
5.0P_3_4,87_63_99
5.0P_3_6,92_59_108
5.0P_3_8,97_54_118
5.0P_3_10,103_47_127
5.0P_3_12,109_39_136
5.0P_3_14,115_28_145
5.0P_3_16,120_7_153
5.0P_3_18,126_0_161
5.0P_3_20,131_0_168
5.0P_3_22,137_0_177
5.0P_3_24,143_0_186
5.0P_3_26,149_0_195
5.0P_3_28,156_0_204
5.0P_3_30,162_0_213
5.0P_3_32,170_0_223
5.0P_4_2,105_92_113
5.0P_4_4,110_88_124
5.0P_4_6,115_85_133
5.0P_4_8,121_81_143
5.0P_4_10,126_75_152
5.0P_4_12,132_70_162
5.0P_4_14,138_63_171
5.0P_4_16,144_53_181
5.0P_4_18,150_42_189
5.0P_4_20,156_25_198
5.0P_4_22,161_0_206
5.0P_4_24,167_0_214
5.0P_4_26,173_0_223
5.0P_4_28,179_0_233
5.0P_4_30,185_0_242
5.0P_4_32,193_0_253
5.0P_5_2,130_118_138
5.0P_5_4,135_114_149
5.0P_5_6,141_111_160
5.0P_5_8,146_106_170
5.0P_5_10,152_102_180
5.0P_5_12,157_97_190
5.0P_5_14,163_91_199
5.0P_5_16,168_85_209
5.0P_5_18,174_77_218
5.0P_5_20,180_68_228
5.0P_5_22,186_56_237
5.0P_5_24,193_38_247
5.0P_5_26,199_0_255
5.0P_5_28,206_0_255
5.0P_6_2,156_143_165
5.0P_6_4,161_140_175
5.0P_6_6,166_137_187
5.0P_6_8,171_133_197
5.0P_6_10,177_129_208
5.0P_6_12,183_124_218
5.0P_6_14,189_118_229
5.0P_6_16,195_112_240
5.0P_6_18,200_106_250
5.0P_6_20,207_97_255
5.0P_7_2,182_170_191
5.0P_7_4,187_166_203
5.0P_7_6,192_163_214
5.0P_7_8,197_159_226
5.0P_7_10,203_155_238
5.0P_7_12,209_150_250
5.0P_7_14,215_145_255
5.0P_8_2,208_196_217
5.0P_8_4,213_193_230
5.0P_8_6,218_189_243
5.0P_8_8,225_185_255
5.0P_8_10,231_180_255
5.0P_9_2,235_223_245
5.0P_9_4,241_219_255
7.5P_1_2,39_23_42
7.5P_1_4,44_19_49
7.5P_1_6,49_12_56
7.5P_1_8,55_3_62
7.5P_1_10,60_0_69
7.5P_1_12,65_0_76
7.5P_1_14,71_0_83
7.5P_1_16,77_0_90
7.5P_1_18,81_0_95
7.5P_1_20,87_0_102
7.5P_2_2,59_44_62
7.5P_2_4,65_40_70
7.5P_2_6,71_35_77
7.5P_2_8,78_28_86
7.5P_2_10,84_17_93
7.5P_2_12,90_0_101
7.5P_2_14,96_0_108
7.5P_2_16,102_0_116
7.5P_2_18,108_0_123
7.5P_2_20,114_0_130
7.5P_2_22,121_0_139
7.5P_2_24,128_0_146
7.5P_3_2,84_66_87
7.5P_3_4,91_62_96
7.5P_3_6,98_57_104
7.5P_3_8,105_50_113
7.5P_3_10,111_43_121
7.5P_3_12,118_32_129
7.5P_3_14,125_14_137
7.5P_3_16,131_0_144
7.5P_3_18,137_0_152
7.5P_3_20,143_0_158
7.5P_3_22,149_0_166
7.5P_3_24,156_0_174
7.5P_3_26,163_0_182
7.5P_3_28,171_0_191
7.5P_3_30,178_0_199
7.5P_4_2,108_91_111
7.5P_4_4,115_87_120
7.5P_4_6,122_82_128
7.5P_4_8,129_77_137
7.5P_4_10,136_71_145
7.5P_4_12,143_64_153
7.5P_4_14,150_55_161
7.5P_4_16,157_43_169
7.5P_4_18,164_25_178
7.5P_4_20,171_0_186
7.5P_4_22,177_0_193
7.5P_4_24,183_0_200
7.5P_4_26,191_0_209
7.5P_4_28,197_0_217
7.5P_4_30,205_0_226
7.5P_4_32,213_0_236
7.5P_5_2,133_117_136
7.5P_5_4,141_113_145
7.5P_5_6,148_108_154
7.5P_5_8,156_103_163
7.5P_5_10,163_98_171
7.5P_5_12,170_91_180
7.5P_5_14,178_84_188
7.5P_5_16,185_76_196
7.5P_5_18,192_66_204
7.5P_5_20,199_53_213
7.5P_5_22,207_30_222
7.5P_5_24,213_0_229
7.5P_5_26,220_0_238
7.5P_5_28,228_0_246
7.5P_5_30,236_0_255
7.5P_6_2,159_143_162
7.5P_6_4,167_139_171
7.5P_6_6,175_134_180
7.5P_6_8,183_129_189
7.5P_6_10,191_124_198
7.5P_6_12,198_118_206
7.5P_6_14,206_112_215
7.5P_6_16,213_104_224
7.5P_6_18,221_96_232
7.5P_6_20,230_83_243
7.5P_6_22,238_69_252
7.5P_6_24,246_50_255
7.5P_7_2,185_169_188
7.5P_7_4,193_165_197
7.5P_7_6,202_160_206
7.5P_7_8,210_155_216
7.5P_7_10,219_150_225
7.5P_7_12,227_144_234
7.5P_7_14,235_137_244
7.5P_7_16,244_130_253
7.5P_7_18,252_121_255
7.5P_8_2,211_195_215
7.5P_8_4,221_191_225
7.5P_8_6,229_187_234
7.5P_8_8,240_181_245
7.5P_8_10,249_175_255
7.5P_8_12,255_169_255
7.5P_9_2,238_222_243
7.5P_9_4,250_217_254
7.5P_9_6,255_212_255
10.0P_1_2,40_23_41
10.0P_1_4,46_18_47
10.0P_1_6,52_10_54
10.0P_1_8,57_0_60
10.0P_1_10,63_0_66
10.0P_1_12,68_0_72
10.0P_1_14,75_0_79
10.0P_1_16,80_0_85
10.0P_1_18,85_0_91
10.0P_2_2,61_44_61
10.0P_2_4,68_39_67
10.0P_2_6,75_34_74
10.0P_2_8,82_25_81
10.0P_2_10,89_12_88
10.0P_2_12,96_0_95
10.0P_2_14,103_0_102
10.0P_2_16,109_0_109
10.0P_2_18,116_0_116
10.0P_2_20,122_0_122
10.0P_2_22,129_0_130
10.0P_3_2,86_66_85
10.0P_3_4,95_61_92
10.0P_3_6,102_55_99
10.0P_3_8,111_47_107
10.0P_3_10,118_38_114
10.0P_3_12,126_23_121
10.0P_3_14,133_0_128
10.0P_3_16,140_0_134
10.0P_3_18,147_0_142
10.0P_3_20,154_0_148
10.0P_3_22,161_0_154
10.0P_3_24,168_0_162
10.0P_3_26,175_0_168
10.0P_4_2,110_91_109
10.0P_4_4,119_86_116
10.0P_4_6,128_80_123
10.0P_4_8,136_74_130
10.0P_4_10,144_68_136
10.0P_4_12,152_59_143
10.0P_4_14,160_48_150
10.0P_4_16,167_34_156
10.0P_4_18,176_0_164
10.0P_4_20,185_0_172
10.0P_4_22,191_0_178
10.0P_4_24,198_0_184
10.0P_4_26,206_0_192
10.0P_4_28,213_0_198
10.0P_4_30,223_0_208
10.0P_5_2,134_117_134
10.0P_5_4,144_112_141
10.0P_5_6,154_106_148
10.0P_5_8,164_100_155
10.0P_5_10,172_94_162
10.0P_5_12,181_87_169
10.0P_5_14,189_78_176
10.0P_5_16,197_68_182
10.0P_5_18,205_55_189
10.0P_5_20,214_34_196
10.0P_5_22,221_0_203
10.0P_5_24,229_0_210
10.0P_5_26,238_0_217
10.0P_5_28,246_0_224
10.0P_5_30,254_0_232
10.0P_6_2,161_142_160
10.0P_6_4,170_138_167
10.0P_6_6,181_132_174
10.0P_6_8,190_127_181
10.0P_6_10,200_121_188
10.0P_6_12,208_114_195
10.0P_6_14,218_106_202
10.0P_6_16,227_97_209
10.0P_6_18,235_88_216
10.0P_6_20,244_73_224
10.0P_6_22,253_55_232
10.0P_6_24,255_24_239
10.0P_6_26,255_0_247
10.0P_7_2,187_168_187
10.0P_7_4,197_164_193
10.0P_7_6,208_159_200
10.0P_7_8,219_153_208
10.0P_7_10,229_147_215
10.0P_7_12,238_140_222
10.0P_7_14,247_133_230
10.0P_7_16,255_123_238
10.0P_7_18,255_113_246
10.0P_7_20,255_101_253
10.0P_7_22,255_85_255
10.0P_8_2,212_195_213
10.0P_8_4,224_190_220
10.0P_8_6,236_185_228
10.0P_8_8,248_178_236
10.0P_8_10,255_172_244
10.0P_8_12,255_165_252
10.0P_8_14,255_156_255
10.0P_9_2,240_222_241
10.0P_9_4,254_216_249
10.0P_9_6,255_210_255
2.5RP_1_2,41_22_39
2.5RP_1_4,48_17_45
2.5RP_1_6,54_9_51
2.5RP_1_8,60_0_57
2.5RP_1_10,66_0_62
2.5RP_1_12,72_0_68
2.5RP_1_14,78_0_74
2.5RP_1_16,84_0_80
2.5RP_2_2,63_43_58
2.5RP_2_4,71_38_63
2.5RP_2_6,78_32_68
2.5RP_2_8,87_22_74
2.5RP_2_10,95_4_80
2.5RP_2_12,102_0_86
2.5RP_2_14,110_0_92
2.5RP_2_16,118_0_98
2.5RP_2_18,125_0_104
2.5RP_2_20,132_0_109
2.5RP_3_2,88_65_82
2.5RP_3_4,98_59_87
2.5RP_3_6,108_53_92
2.5RP_3_8,117_44_97
2.5RP_3_10,126_32_103
2.5RP_3_12,134_12_108
2.5RP_3_14,143_0_113
2.5RP_3_16,151_0_119
2.5RP_3_18,159_0_124
2.5RP_3_20,166_0_129
2.5RP_3_22,175_0_135
2.5RP_4_2,112_90_106
2.5RP_4_4,123_85_111
2.5RP_4_6,133_79_116
2.5RP_4_8,143_72_121
2.5RP_4_10,152_64_126
2.5RP_4_12,161_54_131
2.5RP_4_14,169_40_136
2.5RP_4_16,178_18_141
2.5RP_4_18,187_0_147
2.5RP_4_20,197_0_153
2.5RP_4_22,204_0_157
2.5RP_4_24,212_0_163
2.5RP_4_26,220_0_167
2.5RP_5_2,136_116_132
2.5RP_5_4,148_111_136
2.5RP_5_6,159_105_141
2.5RP_5_8,171_98_147
2.5RP_5_10,180_91_151
2.5RP_5_12,190_82_156
2.5RP_5_14,200_72_161
2.5RP_5_16,208_60_166
2.5RP_5_18,217_42_171
2.5RP_5_20,226_2_176
2.5RP_5_22,235_0_182
2.5RP_5_24,243_0_186
2.5RP_5_26,252_0_192
2.5RP_6_2,163_142_158
2.5RP_6_4,174_137_162
2.5RP_6_6,186_131_167
2.5RP_6_8,197_125_172
2.5RP_6_10,207_119_176
2.5RP_6_12,218_111_181
2.5RP_6_14,228_101_186
2.5RP_6_16,239_91_192
2.5RP_6_18,248_79_197
2.5RP_6_20,255_60_202
2.5RP_6_22,255_38_207
2.5RP_6_24,255_0_213
2.5RP_7_2,188_168_185
2.5RP_7_4,201_163_189
2.5RP_7_6,214_157_194
2.5RP_7_8,226_151_198
2.5RP_7_10,237_144_203
2.5RP_7_12,248_136_208
2.5RP_7_14,255_128_213
2.5RP_7_16,255_117_219
2.5RP_7_18,255_104_225
2.5RP_7_20,255_88_231
2.5RP_8_2,214_195_211
2.5RP_8_4,228_189_216
2.5RP_8_6,242_183_220
2.5RP_8_8,255_176_225
2.5RP_8_10,255_169_230
2.5RP_8_12,255_161_236
2.5RP_8_14,255_151_241
2.5RP_9_2,241_222_239
2.5RP_9_4,255_216_244
2.5RP_9_6,255_209_249
5.0RP_1_2,43_22_37
5.0RP_1_4,50_16_42
5.0RP_1_6,57_7_47
5.0RP_1_8,63_0_52
5.0RP_1_10,70_0_57
5.0RP_1_12,76_0_62
5.0RP_1_14,82_0_67
5.0RP_2_2,64_43_56
5.0RP_2_4,73_38_60
5.0RP_2_6,81_31_63
5.0RP_2_8,91_19_68
5.0RP_2_10,99_0_73
5.0RP_2_12,107_0_77
5.0RP_2_14,115_0_82
5.0RP_2_16,124_0_87
5.0RP_2_18,131_0_91
5.0RP_3_2,89_65_78
5.0RP_3_4,101_59_81
5.0RP_3_6,112_51_84
5.0RP_3_8,122_42_88
5.0RP_3_10,131_28_92
5.0RP_3_12,140_1_95
5.0RP_3_14,149_0_100
5.0RP_3_16,158_0_104
5.0RP_3_18,166_0_108
5.0RP_3_20,174_0_112
5.0RP_4_2,114_90_103
5.0RP_4_4,126_84_105
5.0RP_4_6,138_77_108
5.0RP_4_8,149_69_110
5.0RP_4_10,158_61_113
5.0RP_4_12,169_49_116
5.0RP_4_14,178_32_119
5.0RP_4_16,187_0_122
5.0RP_4_18,197_0_126
5.0RP_4_20,207_0_130
5.0RP_4_22,215_0_133
5.0RP_5_2,138_116_129
5.0RP_5_4,151_110_130
5.0RP_5_6,164_104_132
5.0RP_5_8,177_96_135
5.0RP_5_10,188_88_137
5.0RP_5_12,199_78_139
5.0RP_5_14,209_66_142
5.0RP_5_16,219_50_144
5.0RP_5_18,229_25_147
5.0RP_5_20,239_0_150
5.0RP_5_22,248_0_153
5.0RP_5_24,255_0_156
5.0RP_6_2,164_142_155
5.0RP_6_4,177_136_157
5.0RP_6_6,191_130_158
5.0RP_6_8,203_123_160
5.0RP_6_10,214_116_162
5.0RP_6_12,226_108_164
5.0RP_6_14,238_97_167
5.0RP_6_16,249_85_169
5.0RP_6_18,255_70_172
5.0RP_6_20,255_44_175
5.0RP_6_22,255_0_177
5.0RP_7_2,190_168_182
5.0RP_7_4,204_163_183
5.0RP_7_6,219_156_185
5.0RP_7_8,232_149_186
5.0RP_7_10,244_142_188
5.0RP_7_12,255_133_190
5.0RP_7_14,255_123_192
5.0RP_7_16,255_111_195
5.0RP_7_18,255_97_198
5.0RP_8_2,215_195_209
5.0RP_8_4,231_189_210
5.0RP_8_6,247_182_212
5.0RP_8_8,255_174_213
5.0RP_8_10,255_167_215
5.0RP_8_12,255_157_217
5.0RP_9_2,243_221_238
5.0RP_9_4,255_215_238
5.0RP_9_6,255_207_240
7.5RP_1_2,44_22_36
7.5RP_1_4,52_15_40
7.5RP_1_6,59_5_43
7.5RP_1_8,66_0_47
7.5RP_1_10,73_0_52
7.5RP_1_12,80_0_56
7.5RP_2_2,65_43_54
7.5RP_2_4,75_37_56
7.5RP_2_6,84_30_59
7.5RP_2_8,93_17_62
7.5RP_2_10,102_0_66
7.5RP_2_12,111_0_69
7.5RP_2_14,119_0_73
7.5RP_2_16,127_0_77
7.5RP_3_2,90_65_76
7.5RP_3_4,103_58_77
7.5RP_3_6,114_50_78
7.5RP_3_8,125_40_79
7.5RP_3_10,135_25_81
7.5RP_3_12,145_0_83
7.5RP_3_14,155_0_85
7.5RP_3_16,164_0_88
7.5RP_3_18,173_0_91
7.5RP_4_2,115_90_101
7.5RP_4_4,128_84_100
7.5RP_4_6,141_77_100
7.5RP_4_8,153_68_101
7.5RP_4_10,162_59_102
7.5RP_4_12,173_46_103
7.5RP_4_14,183_26_104
7.5RP_4_16,193_0_106
7.5RP_4_18,203_0_108
7.5RP_4_20,214_0_110
7.5RP_5_2,139_116_127
7.5RP_5_4,154_110_126
7.5RP_5_6,167_103_126
7.5RP_5_8,181_95_126
7.5RP_5_10,191_87_126
7.5RP_5_12,204_75_126
7.5RP_5_14,214_64_127
7.5RP_5_16,224_46_128
7.5RP_5_18,234_12_129
7.5RP_5_20,245_0_131
7.5RP_5_22,254_0_132
7.5RP_6_2,165_142_153
7.5RP_6_4,179_136_152
7.5RP_6_6,195_129_152
7.5RP_6_8,206_123_151
7.5RP_6_10,219_115_151
7.5RP_6_12,231_106_151
7.5RP_6_14,243_95_152
7.5RP_6_16,255_81_153
7.5RP_6_18,255_66_153
7.5RP_6_20,255_37_155
7.5RP_7_2,191_168_180
7.5RP_7_4,206_162_179
7.5RP_7_6,221_155_178
7.5RP_7_8,235_148_178
7.5RP_7_10,248_141_177
7.5RP_7_12,255_131_177
7.5RP_7_14,255_121_177
7.5RP_7_16,255_108_178
7.5RP_8_2,216_194_208
7.5RP_8_4,233_188_206
7.5RP_8_6,250_181_205
7.5RP_8_8,255_174_204
7.5RP_8_10,255_166_204
7.5RP_8_12,255_155_203
7.5RP_9_2,244_221_236
7.5RP_9_4,255_214_234
7.5RP_9_6,255_207_232
10.0RP_1_2,44_21_34
10.0RP_1_4,53_14_36
10.0RP_1_6,60_4_39
10.0RP_1_8,68_0_43
10.0RP_1_10,75_0_46
10.0RP_1_12,83_0_50
10.0RP_2_2,66_43_52
10.0RP_2_4,76_37_53
10.0RP_2_6,86_29_54
10.0RP_2_8,95_15_56
10.0RP_2_10,105_0_58
10.0RP_2_12,114_0_61
10.0RP_2_14,123_0_63
10.0RP_3_2,91_65_73
10.0RP_3_4,105_58_72
10.0RP_3_6,116_50_70
10.0RP_3_8,128_39_70
10.0RP_3_10,139_22_69
10.0RP_3_12,149_0_69
10.0RP_3_14,158_0_69
10.0RP_3_16,169_0_70
10.0RP_4_2,116_90_98
10.0RP_4_4,130_83_96
10.0RP_4_6,143_76_94
10.0RP_4_8,155_68_92
10.0RP_4_10,165_58_91
10.0RP_4_12,177_43_90
10.0RP_4_14,187_20_89
10.0RP_4_16,197_0_89
